Sentença	Id	Index	Granularidade	Documento
Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato.	35	0	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	35	1	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	35	2	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	35	3	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_34	35	-1	1	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Fluminense enfrentou o Botafogo em uma partida importante do campeonato.	36	0	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	36	1	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	36	2	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	36	3	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_35	36	-1	1	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Vasco enfrentou o Fortaleza em uma partida importante do campeonato.	37	0	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	37	1	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	37	2	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	37	3	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_36	37	-1	1	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato.	38	0	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	38	1	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	38	2	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	38	3	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_37	38	-1	1	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Juventude enfrentou o Sport em uma partida importante do campeonato.	39	0	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	39	1	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	39	2	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	39	3	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_38	39	-1	1	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Goiás enfrentou o Coritiba em uma partida importante do campeonato.	40	0	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	40	1	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	40	2	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	40	3	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_39	40	-1	1	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Flamengo enfrentou o Palmeiras em uma partida importante do campeonato.	41	0	0	Flamengo enfrentou o Palmeiras em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	41	1	0	Flamengo enfrentou o Palmeiras em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	41	2	0	Flamengo enfrentou o Palmeiras em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	41	3	0	Flamengo enfrentou o Palmeiras em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_40	41	-1	1	Flamengo enfrentou o Palmeiras em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Corinthians enfrentou o São Paulo em uma partida importante do campeonato.	42	0	0	Corinthians enfrentou o São Paulo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	42	1	0	Corinthians enfrentou o São Paulo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	42	2	0	Corinthians enfrentou o São Paulo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	42	3	0	Corinthians enfrentou o São Paulo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_41	42	-1	1	Corinthians enfrentou o São Paulo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Grêmio enfrentou o Internacional em uma partida importante do campeonato.	43	0	0	Grêmio enfrentou o Internacional em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	43	1	0	Grêmio enfrentou o Internacional em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	43	2	0	Grêmio enfrentou o Internacional em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	43	3	0	Grêmio enfrentou o Internacional em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_42	43	-1	1	Grêmio enfrentou o Internacional em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Santos enfrentou o Cruzeiro em uma partida importante do campeonato.	44	0	0	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	44	1	0	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	44	2	0	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	44	3	0	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_43	44	-1	1	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato.	45	0	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	45	1	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	45	2	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	45	3	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_44	45	-1	1	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Fluminense enfrentou o Botafogo em uma partida importante do campeonato.	46	0	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	46	1	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	46	2	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	46	3	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_45	46	-1	1	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Vasco enfrentou o Fortaleza em uma partida importante do campeonato.	47	0	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	47	1	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	47	2	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	47	3	0	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_46	47	-1	1	Vasco enfrentou o Fortaleza em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato.	48	0	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	48	1	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	48	2	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	48	3	0	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_47	48	-1	1	Athletico Paranaense enfrentou o Ceará em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Juventude enfrentou o Sport em uma partida importante do campeonato.	49	0	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	49	1	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	49	2	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	49	3	0	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_48	49	-1	1	Juventude enfrentou o Sport em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Goiás enfrentou o Coritiba em uma partida importante do campeonato.	50	0	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo.	50	1	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos.	50	2	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após o apito final, o resultado teve impacto direto na classificação da competição.	50	3	0	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Doc_49	50	-1	1	Goiás enfrentou o Coritiba em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
